iteration	posterior	likelihood	prior	mu_burn	mu_unburn	sig_burn	sig_unburn	difference	
1800	-84.5083077611802	-58.9257910006521	-25.5825167605281	5.3457606530162	0.581757183333952	5.51766773761783	9.2680014037735	4.76400346968225	
1900	-85.9918647234078	-62.0254261359289	-23.9664385874788	3.43956575567178	3.07845891374918	4.34750133130301	9.04167164151772	0.361106841922602	
2000	-89.7999227163008	-56.7339737509355	-33.0659489653653	5.18951058691643	1.15713229015646	6.70630259468754	14.5459995203394	4.03237829675996	
2100	-84.6387841227903	-61.3002376453676	-23.3385464774227	2.89360575681827	0.176940643375833	4.65674528206301	8.1898494042664	2.71666511344244	
2200	-92.2447644592146	-64.1536831921005	-28.0910812671141	0.0369367732321422	4.18620489459308	8.28827094339368	8.66511556494265	-4.14926812136094	
2300	-87.5330917939223	-63.2698600918096	-24.2632317021126	2.0301849341365	4.05961204940276	4.93818435963777	8.70745544403076	-2.02942711526626	
2400	-85.7930268447452	-60.4766805293344	-25.3163463154109	2.12884860042207	1.728844215775	5.51945530000676	9.03620887442707	0.400004384647072	
2500	-85.656396321611	-61.1035765614241	-24.5528197601869	3.03362116612219	1.69251882625567	5.65921241120969	8.23666814213834	1.34110233986652	
2600	-85.1023337927588	-61.1278395999336	-23.9744941928252	5.34994380943202	0.254924728853535	5.70622826629852	7.68990576953843	5.09501908057848	
2700	-85.1766772034411	-60.7538186192703	-24.4228585841708	3.85369435347341	0.488565690668207	5.92527848325272	7.85829915839463	3.36512866280521	
2800	-91.3541028656874	-64.2640380708007	-27.0900647948866	6.89271461056821	4.13534870525645	7.98330661777009	8.10507491032809	2.75736590531175	
2900	-84.9931060114769	-59.2692750935003	-25.7238309179766	5.73472603760935	0.124950898663979	6.1004141800252	8.80736828653357	5.60977513894537	
3000	-84.6414247674245	-58.1051619575243	-26.5362628099002	4.28878617634722	0.834379511272441	4.89382871944991	10.7159977714739	3.45440666507477	
3100	-87.6166910511372	-61.711440768069	-25.9052502830682	3.85205682205311	2.61598520292146	6.86743208166745	8.19711968756496	1.23607161913165	
3200	-86.6110751864777	-58.8207402803494	-27.7903349061283	3.41887863656781	2.59948363373233	6.46413900103953	10.2293645710427	0.819395002835481	
3300	-84.4259737825481	-59.6740046700584	-24.7519691124897	4.36406350765652	1.22207033526329	5.1047429945932	8.9632278153415	3.14199317239323	
3400	-84.7611324123077	-58.8916375176049	-25.8694948947028	4.23424377733566	1.66744473777534	5.33545712154892	9.69819746480539	2.56679903956032	
3500	-86.8624950937494	-57.5199042462639	-29.3425908474855	4.05714317761637	2.10102709630327	4.92180145700996	13.11304779432	1.95611608131309	
3600	-88.4849277350744	-58.9133866229609	-29.5715411121135	4.29377653474263	6.80442285412746	5.27535124688011	12.9573400226629	-2.51064631938482	
3700	-85.862289662592	-57.6095767287346	-28.2527129338574	5.8315949623818	0.0603276568855158	5.05143546365735	12.0416212704706	5.77126730549628	
3800	-86.9250517930671	-58.8369603430688	-28.0880914499984	7.25984875507378	1.00596832498731	5.64425982098629	11.3065431067928	6.25388043008646	
3900	-87.0487779104748	-59.135900232399	-27.9128776780758	6.33508096985794	0.0220353195053526	7.44316385669236	9.35623218666046	6.31304565035259	
4000	-84.6293241825734	-59.7844710671652	-24.8448531154082	4.4045984682282	1.67477640710594	4.71600406972293	9.43223027966201	2.72982206112226	
4100	-84.7169253152518	-61.9472070060775	-22.7697183091742	3.89121604921571	0.0222023475524971	4.08019849687417	8.2748566273342	3.86901370166322	
4200	-84.7022194689707	-58.6390266918006	-26.0631927771701	5.6612126070661	0.683715728429984	5.35405268596087	9.84698139677971	4.97749687863612	
4300	-84.2009617102895	-59.9580077359402	-24.2429539743493	3.70057158101075	0.347559739222657	5.1932744391409	8.43484284018382	3.35301184178809	
4400	-88.2379873733741	-60.7760629941903	-27.4619243791838	3.9345515107391	1.99877680124892	7.71836736687992	8.69134792673617	1.93577470949018	
4500	-85.9271788359235	-59.012497466662	-26.9146813692616	3.9368866391135	3.4515208230895	5.49029399111469	10.4465340502768	0.485365816023997	
4600	-87.616205580898	-63.2135189305936	-24.4026866503044	3.65255765778669	5.5674632786232	4.99792192789328	8.76822460873268	-1.91490562083652	
4700	-85.2761506766485	-62.1368490886367	-23.1393015880117	6.44456791064046	0.0337980726343581	4.69977619807769	7.97464567550674	6.4107698380061	
4800	-84.7273538754763	-58.4421180286977	-26.2852358467786	3.27879022412277	0.839683498868812	4.99938051874351	10.3935268911275	2.43910672525396	
4900	-84.2230914603621	-59.4737302348024	-24.7493612255598	5.68334651949159	0.0104920364375225	4.85596203647156	9.20975522894628	5.67285448305407	
5000	-89.6040763411931	-66.9448914939498	-22.6591848472433	0.490374437778215	1.2476398477721	4.30912362883401	7.95041658857122	-0.757265409993888	
5100	-85.9398721257033	-62.8397344422767	-23.1001376834266	4.97794811219252	2.21664612259893	4.87183155102257	7.76874775008514	2.76130198959359	
5200	-86.1679977850396	-57.3487063768404	-28.8192914081993	3.86685313495151	1.77416152632041	5.5500183669531	12.0326339089054	2.0926916086311	
5300	-86.8193024750782	-60.0115041686612	-26.8077983064171	3.26538615090497	3.73544007385327	4.35356691509087	11.49090062652	-0.470053922948292	
5400	-89.1407294835844	-59.8708305391518	-29.2698989444326	8.60996056044199	0.822315500901919	7.35590093845104	10.6161333044267	7.78764505954007	
5500	-87.9207613460881	-59.2737392370941	-28.6470221089939	8.04514522360363	0.631401486081909	6.65748996619669	10.776299822491	7.41374373752172	
5600	-85.2151430406285	-59.3699458275625	-25.8451972130659	3.47348379973597	1.63306261956869	5.79648425878559	9.21617405407346	1.84042118016729	
5700	-84.2831480684887	-60.0036511987717	-24.279496869717	3.48568946052067	0.571071916112583	4.64011331816737	9.01958164979919	2.91461754440809	
5800	-84.7759570798278	-60.5264420619202	-24.2495150179076	3.79392417451642	0.493499309903104	4.11707512062576	9.51671173108957	3.30042486461332	
5900	-85.2327093150424	-59.0683057135699	-26.1644036014725	4.06869341690368	0.52595623690458	6.36725301045526	8.92124003974936	3.5427371799991	
6000	-87.0279184521612	-57.8829267754119	-29.1449916767493	3.57664816618241	2.32856517270384	4.78078433970523	13.0833142081949	1.24808299347857	
6100	-87.8929210585549	-62.6122538769053	-25.2806671816496	2.02486187148564	2.66498406263245	6.47419679101159	8.05063609417743	-0.640122191146812	
6200	-84.811167149385	-59.4070385653333	-25.4041285840517	6.27324335438855	0.346870942359697	5.18837414385353	9.44314502563543	5.92637241202886	
6300	-85.0792104743259	-59.1230268645858	-25.9561836097402	4.3470172078935	2.43320145722656	5.0152767582943	10.0932878543365	1.91381575066695	
6400	-85.2256325142427	-59.656831447726	-25.5688010665167	3.79763812919803	2.22655455660252	5.52300390653846	9.2508131385523	1.57108357259552	
6500	-85.2324584116195	-58.7014727522218	-26.5309856593977	5.53078444370725	1.51169387003584	4.89004400308777	10.7152223616115	4.01909057367141	
6600	-87.0400550862703	-61.1128767695407	-25.9271783167296	1.63040977365993	3.15913185166018	5.63485983369474	9.44864053313836	-1.52872207800025	
6700	-86.5522498826103	-57.7738204065657	-28.7784294760446	3.04619392309063	1.27256125988616	6.46857200382811	11.0787703887302	1.77363266320447	
6800	-86.7011345337011	-58.8062838184562	-27.8948507152448	1.53601473591947	1.03572630012231	6.11959554726791	10.6642229176334	0.500288435797156	
6900	-86.6239776749581	-61.3744506177726	-25.2495270571856	4.84041960282526	4.86691121864887	5.08662777609725	9.41129609860695	-0.0264916158236055	
7000	-89.0849278068975	-62.1225883616801	-26.9623394452174	7.92461325951196	4.85231963064698	5.94900820713092	10.0290024463295	3.07229362886497	
7100	-85.9974707320957	-59.9057394108688	-26.0917313212269	5.16283240473173	3.66418556621475	5.38727559271802	9.83841940562456	1.49864683851698	
7200	-85.9575236157059	-60.103719738814	-25.8538038768918	6.02360206494383	0.877286930715758	6.43109093309914	8.5890046270772	5.14631513422807	
7300	-88.506331118344	-64.4973300419037	-24.0090010764403	0.411925901879599	1.84033469608231	5.61731251777683	7.80863983474887	-1.42840879420271	
7400	-90.425225047463	-63.7431192281823	-26.6821058192808	8.29041507256873	3.71830676993532	4.52308563032721	11.2127676872744	4.57210830263341	
7500	-86.2190551839888	-59.3787678888045	-26.8402872951843	5.90178636905081	0.125425054373313	6.98900167696711	8.88354046467907	5.7763613146775	
7600	-84.5372966634331	-60.7263363759744	-23.8109602874587	5.25635026466377	0.832080511989165	4.65770707611528	8.59711295889906	4.4242697526746	
7700	-87.659821629962	-61.4103731608632	-26.2494484690987	2.3822108136835	5.17691765058963	4.62491855450508	10.7370640296697	-2.79470683690613	
7800	-84.4205511570137	-60.4958267641175	-23.9247243928962	2.96295489113503	0.224857709052134	4.95986506721538	8.39326155965432	2.73809718208289	
7900	-89.3560716218486	-62.986372506726	-26.3696991151226	8.38702464172341	3.44959352552714	6.56460822309901	8.90128614532046	4.93743111619628	
8000	-89.1062747155786	-65.358786916171	-23.7474877994076	7.04500002159081	4.85139064412387	4.89502136718084	8.30495040130086	2.19360937746694	
8100	-86.0367005120715	-62.0258452840407	-24.0108552280308	5.53912331654034	2.98806871674778	4.45040675212231	8.97714782214939	2.55105459979256	
8200	-86.5793635310944	-58.2676281400937	-28.3117353910007	2.74588057234608	0.446865275354963	6.96885764884365	10.1752019616517	2.29901529699112	
8300	-88.0811926828152	-66.9235548386264	-21.1576378441888	2.77821226672926	1.28637417839663	4.12629796826814	6.83571551332466	1.49183808833262	
8400	-86.9105386741294	-61.6563086227013	-25.2542300514282	1.8225527943457	1.57573711281465	6.30467215326217	8.19731570395857	0.246815681531043	
8500	-86.4527246755427	-63.5829866220564	-22.8697380534863	4.20317566882544	0.555928208252322	3.55439654906814	8.88708829867869	3.64724746057312	
8600	-84.2983034882013	-60.6968660374312	-23.6014374507701	3.68329931121595	0.0974969092366287	5.11994207004619	7.95382370438642	3.58580240197932	
8700	-86.2834151337476	-58.841150422097	-27.4422647116505	2.88045553328745	2.76507825436248	5.8914397895017	10.5012870620678	0.115377278924971	
8800	-85.8418019141782	-62.7977547619405	-23.0440471522377	3.77293235926233	1.51891447059633	3.91596576600869	8.67614421399526	2.254017888666	
8900	-85.9694840229689	-63.5502124552701	-22.4192715676988	4.40691630427069	1.14533292906536	3.83644052484606	8.21578424132645	3.26158337520534	
9000	-91.5675966306094	-66.0066665682596	-25.5609300623498	2.54089963784166	8.72679938949468	3.77114174334866	10.9958737575191	-6.18589975165301	
9100	-86.772581564746	-59.6156967889949	-27.1568847757511	5.83333324104272	1.26004865005789	4.21790462412473	11.9282178281549	4.57328459098483	
9200	-88.7365891291075	-58.3132413132981	-30.4233478158094	3.01755460050232	0.666001721603703	8.06539253174861	10.9033675851508	2.35155287889862	
9300	-85.6888510826805	-58.4303000962453	-27.2585509864352	4.90673706705026	1.18094292082069	4.4835682027654	11.7504067284729	3.72579414622956	
9400	-85.4151078271289	-57.3252702746532	-28.0898375524757	3.8545675335797	0.72816422054721	5.20198241301414	11.750329368396	3.12640331303249	
9500	-85.5335633621926	-63.066338762913	-22.4672245992797	3.40771048258715	0.832646933065821	4.11252817703944	7.98113408020913	2.57506354952133	
9600	-85.2830529290542	-59.064545481148	-26.2185074479062	3.84256992650874	1.07931459476994	4.3260208129098	11.0092248112171	2.7632553317388	
9700	-84.7227210211642	-61.3231543731077	-23.3995666480565	5.63927707799054	0.485605609921645	4.77464245615129	8.12468138395093	5.1536714680689	
9800	-86.3065437418929	-63.5863455713054	-22.7201981705876	2.12305349601708	0.291851259915251	4.13522917736855	8.17703427688434	1.83120223610183	
9900	-85.8905397615763	-60.6090383260885	-25.2815014354879	5.31429608423538	1.06506269736392	6.3345902208851	8.19096356525301	4.24923338687146	
10000	-86.4252473822021	-61.8473843626172	-24.5778630195849	7.64182445664234	0.524947169089597	5.06932823063408	8.8481928697995	7.11687728755274	
10100	-87.1256257726845	-63.6595253493107	-23.4661004233738	0.988213883957783	0.0645049956236967	4.46275146614362	8.49406598030805	0.923708888334087	
10200	-89.9530311737487	-61.4998573418619	-28.4531738318868	8.74745686609573	1.25314308175994	8.07282509078805	9.19345524150162	7.49431378433579	
10300	-84.9392027718289	-62.0147746538789	-22.9244281179501	4.5647738866853	0.845042495841067	4.81889616960262	7.66984781867109	3.71973139084423	
10400	-84.7078990646524	-58.9384202097252	-25.7694788549272	3.99555967118316	1.57173233726816	5.3035360382085	9.64369202579587	2.423827333915	
10500	-90.6324984404304	-68.4775234626189	-22.1549749778115	5.5235869220803	4.30118758309809	5.07383997232255	6.74999907507777	1.2223993389822	
10600	-85.6753951549663	-57.8959347339835	-27.7794604209829	6.27808937033363	0.214500661620963	5.82349619275492	10.8606104472394	6.06358870871267	
10700	-90.0993280665916	-56.7182648732245	-33.3810631933671	3.26806600600206	0.874840550443064	6.7581366422267	14.7664640654086	2.39322545555899	
10800	-91.8049400977375	-63.1128614818786	-28.6920786158589	6.02812917275629	9.77709489021627	6.80648915173088	10.6662351639218	-3.74896571745998	
10900	-87.8263386133604	-66.0137723752986	-21.8125662380618	3.12945143248611	0.974240579323936	5.10216431046438	6.42579023015901	2.15521085316217	
11000	-85.681890381953	-62.4355700301211	-23.2463203518319	4.43084349319064	0.73552185125472	5.52182170824681	7.24507792794361	3.69532164193592	
11100	-88.9129964616984	-63.2460250834806	-25.6669713782178	0.00188788470155998	1.98833706011819	5.00229598564629	9.85635263903282	-1.98644917541663	
11200	-85.5079594299349	-57.9445702955536	-27.5633891343814	4.58411259647734	0.910800924377423	6.27079550625358	10.2265981832727	3.67331167209992	
11300	-85.9475128234756	-58.0762142403978	-27.8712985830778	2.37582108542598	0.89665075685652	5.45468076115076	11.3087856793984	1.47917032856946	
11400	-85.6506555063825	-60.705660281371	-24.9449952250115	1.70800647070907	0.858612883983273	5.19699767424327	9.03777213778562	0.849393586725792	
11500	-87.4679011597363	-62.9684837556811	-24.4994174040553	0.660317294078837	0.417817056497466	4.63378379942451	9.21595035644464	0.242500237581371	
11600	-88.6114927012025	-63.1158920421447	-25.4956006590578	0.491388101817151	3.10846384460283	5.98557104874936	8.72499157569587	-2.61707574278568	
11700	-85.0059999685686	-61.395068572642	-23.6109313959265	3.31202904066346	0.698353017998766	5.28994862881091	7.79202111635573	2.61367602266469	
11800	-87.6692403419056	-60.6630177659609	-27.0062225759447	5.69379130915082	4.3822741981986	4.23271983844761	11.7832113964225	1.31151711095223	
11900	-84.1470073821325	-59.7539289922043	-24.3930783899282	4.04679260145598	0.0699380862916819	5.417513988042	8.34032979502558	3.97685451516429	
12000	-84.2170084952316	-57.9667709687703	-26.2502375264612	4.46320432774998	0.190172341333795	5.3440587479302	10.0186056817158	4.27303198641618	
12100	-89.6402291488291	-58.8250990009054	-30.8151301479236	6.5143061878746	5.56191896475675	5.52981621242662	13.7774934467136	0.952387223117849	
12200	-86.4006781328859	-58.0678307295675	-28.3328474033184	6.65069677006728	0.571970505787153	6.06039913982686	11.1019039225041	6.07872626428013	
12300	-85.6055389792621	-58.5999339753214	-27.0056050039407	5.75686221780531	0.737526760583837	6.32382123900179	9.69157633546024	5.01933545722147	
12400	-91.6835122853634	-63.4614044368015	-28.2221078485619	2.10192981570684	3.78471865862785	3.64068371738841	13.4259263478427	-1.68278884292101	
12500	-87.7473776808787	-61.6659894107417	-26.081388270137	6.39528056677706	3.34714796938179	6.49970334564869	8.71705394692003	3.04813259739527	
12600	-85.0789201274796	-58.4039168768956	-26.675003250584	4.7718946069824	1.21325572641389	4.66331702453618	11.0663987743876	3.55863888056851	
12700	-85.6890581052096	-60.3523561390562	-25.3367019661534	3.92015168837928	2.75641384223299	5.63019787503008	8.94305615906819	1.16373784614629	
12800	-85.3097992180663	-60.4960855141828	-24.8137137038835	2.36813750421904	1.39097556859078	5.00849518884507	9.11283076612494	0.977161935628256	
12900	-85.4697967589701	-58.4695291222336	-27.0002676367364	2.49653118125819	0.33828407138763	6.15649303287801	9.8542923805046	2.15824710987056	
13000	-87.184921865669	-62.0545999644952	-25.1303219011738	2.13565226107561	1.01177896061735	6.67028288712327	7.72463263908617	1.12387330045825	
13100	-86.6528055563646	-60.5094024301904	-26.1434031261742	3.94920386535772	4.53691211916329	5.65245211223674	9.61789386823989	-0.587708253805577	
13200	-87.13476101261	-61.9406657104324	-25.1940953021777	7.97158584535397	1.23059165509595	5.73155460023855	8.71846921939618	6.74099419025803	
13300	-87.8622613543991	-57.0415660276612	-30.8206953267379	3.91507325765021	1.82034294508221	5.1590517522448	14.1530669260512	2.094730312568	
13400	-87.7213925913446	-58.4689248971712	-29.2524676941733	6.63377406845144	1.14634728679257	7.13560472085674	10.8213667146604	5.48742678165888	
13500	-85.6330754683346	-58.819794141686	-26.8132813266486	4.15363307971232	0.939347118457686	6.52031312539776	9.32889243995055	3.21428596125464	
13600	-85.3718634830217	-59.4903516243082	-25.8815118587136	2.73878351390637	1.10407585123731	4.57138467586201	10.4726540889799	1.63470766266906	
13700	-85.2001091728905	-59.9070931790139	-25.2930159938766	4.10066257767654	2.67149767683996	4.67861108650987	9.85689273604407	1.42916490083659	
13800	-84.876686730877	-60.6865146331237	-24.1901720977533	3.48027346726782	1.19930378239779	5.2856938050275	8.29681324970193	2.28096968487003	
13900	-88.7544137500269	-58.3433340032324	-30.4110797467946	5.12221201484748	4.52905253585605	6.72830052936052	12.229858422533	0.593159478991428	
14000	-85.2463896499151	-58.7483459221112	-26.4980437278039	3.53429601365976	2.18656242513852	5.32350536651511	10.2532949981953	1.34773358852123	
14100	-86.5571422349858	-59.1578321087393	-27.3993101262465	6.73107929456704	1.99238764509382	5.22516071383443	11.1304479370567	4.73869164947322	
14200	-85.0766967865559	-59.9225978677281	-25.1540989188278	3.48838223539018	1.75493270237176	5.49882701930192	8.91663486079528	1.73344953301842	
14300	-87.1150549288932	-58.4238816870199	-28.6911732418733	5.71430378897391	3.77145502096219	5.44912458962363	12.0228173682674	1.94284876801172	
14400	-87.0924159577657	-61.2716563435161	-25.8207596142496	8.21237689045914	0.392962288258691	5.34123360092354	9.65030753228098	7.81941460220045	
14500	-84.3036781940554	-58.0533636669095	-26.2503145271459	4.97453386966414	0.0588154148700646	5.53891289077301	9.82381807721436	4.91571845479408	
14600	-86.7262716306648	-57.4589850981447	-29.2672865325202	3.17541776994518	1.94686361666946	5.55956169666324	12.4102150915398	1.22855415327573	
14700	-85.7592830627873	-58.2925857590625	-27.4666973037249	3.90213182034246	2.51945502046319	5.69306848343995	10.7207712213251	1.38267679987927	
14800	-85.6350002596266	-58.1977469879174	-27.4372532717092	2.66916091249981	0.13322924575014	4.82179454091538	11.5666017919987	2.53593166674966	
14900	-92.7304957194513	-63.6358099730331	-29.0946857464181	2.82819716421612	12.9452311395126	6.03067626437706	11.7899515900037	-10.1170339752965	
15000	-87.8662997406916	-58.633907817636	-29.2323919230557	2.45663230236345	1.32681546654375	4.58349118178312	13.3561322455037	1.12981683581969	
15100	-85.730314566804	-61.9442329475569	-23.7860816192471	3.84917033532359	1.25298094158815	3.85679079668198	9.37653091887228	2.59618939373544	
15200	-86.4816430446233	-57.9369465263104	-28.5446965183129	6.38291562603511	1.11822819648487	5.6829980898795	11.6623694320417	5.26468742955024	
15300	-85.5377410308454	-60.9588211651428	-24.5789198657026	6.30221759596564	1.33989312298773	4.58643033384879	9.33200401544786	4.96232447297792	
15400	-86.0751239908043	-58.8292465515852	-27.2458774392191	3.69750717027388	2.85659018749548	4.63126816257437	11.5917552191506	0.840916982778399	
15500	-85.7520478089745	-60.1831031053839	-25.5689447035906	3.50932684099577	0.719687767939735	6.47355096607071	8.3003901996392	2.78963907305603	
15600	-84.5896424122429	-61.5402267635403	-23.0494156487026	3.9109216870395	0.551932218166161	4.36107449076672	8.2356745499394	3.35898946887334	
15700	-89.301239418849	-61.5856219597656	-27.7156174590833	8.32085807645969	0.762554385380913	7.95375830802669	8.67517992912076	7.55830369107877	
15800	-89.5757424654837	-65.6561001282838	-23.9196423371999	7.13124517189614	5.36147972181616	4.47191593383041	8.87681915343023	1.76976545007998	
15900	-90.9052290272779	-64.9503948476658	-25.9548341796121	3.41586126784138	7.07313467437224	6.61898150045027	8.48841703368566	-3.65727340653087	
16000	-86.1616269948093	-61.1722656582171	-24.9893613365923	1.88186336703323	1.65411753734397	4.65703981026609	9.61606793978467	0.227745829689265	
16100	-86.9826136038983	-59.8996852673862	-27.0829283365121	1.72418347488814	2.16963853765456	6.37120365706806	9.71101106737956	-0.445455062766424	
16200	-86.1774455192698	-60.716523959908	-25.4609215593618	1.33566782971569	0.577533535340894	5.97792644641896	8.70266904483765	0.758134294374795	
16300	-85.9535264729458	-58.9519427388257	-27.0015837341201	4.8413494841782	3.13049964918001	4.70854892424841	11.3033737639173	1.71084983499819	
16400	-84.5919538508662	-60.6261539503597	-23.9657999005065	5.08856294139945	0.923978014236223	4.44150232390103	8.94711874250538	4.16458492716322	
16500	-86.7473876471232	-61.8114839631127	-24.9359036840105	2.86019326724387	4.33495573155405	5.05330628279199	9.17360728664539	-1.47476246431018	
16600	-85.5688730619454	-62.1810196519888	-23.3878534099565	3.46144202934853	1.76704209841965	4.15681321156745	8.73238890769176	1.69439993092888	
16700	-88.9206993571695	-60.9209864606752	-27.9997128964943	5.55765563693173	7.63652297822582	4.5637234368508	12.31070923025	-2.07886734129409	
16800	-87.8579364533136	-60.5601570663387	-27.2977793869749	6.79818316524573	4.8500542140956	5.64637841825907	10.6214948181271	1.94812895115013	
16900	-86.4287868427046	-59.0075328057502	-27.4212540369544	1.93139925295212	1.40313339963732	5.08884445700397	11.2857265112664	0.528265853314796	
17000	-90.3773911885061	-58.56080750015	-31.8165836883561	2.44414469531081	4.57984269675044	4.91358326707569	15.2591090545732	-2.13569800143963	
17100	-87.8536701569268	-60.0707262737922	-27.7829438831346	6.03779234994478	2.98855931809349	7.06550572469433	9.62161106767348	3.04923303185129	
17200	-88.9206421022089	-64.157620756342	-24.7630213458669	5.37541558804266	0.130761445818376	3.28509845986564	10.7924228791355	5.24465414222428	
17300	-87.8850551683578	-60.3761338860718	-27.5089212822861	5.44110845703356	1.02650783411982	7.78676177101743	8.66356479760475	4.41460062291375	
17400	-86.9473425931966	-59.1390466290959	-27.8082959641007	4.9412537955334	1.62513993991716	7.12981731776681	9.57920688262425	3.31611385561624	
17500	-85.1184000314599	-60.1329183524591	-24.9854816790008	5.43442349809878	1.31459858812569	4.37013537978356	9.89961985486775	4.11982490997309	
17600	-87.1486864569814	-62.9654375428425	-24.1832489141389	3.64610436068573	2.46016354844151	6.01151113986571	7.56501340761065	1.18594081224422	
17700	-86.9298917028395	-64.9963664843955	-21.933525218444	3.56464614464245	2.01256171954619	4.00953643658732	7.62294197885535	1.55208442509626	
17800	-85.984998853292	-63.2094844384234	-22.7755144148686	2.58847030649237	0.450673910470773	4.03381694929276	8.32624674413569	2.1377963960216	
17900	-85.2865675725093	-61.019921537497	-24.2666460350123	2.53439151378073	0.774841039294284	4.39971494145293	9.24887527816213	1.75955047448645	
18000	-84.9661884154073	-61.5818811270511	-23.3843072883562	4.54779609035425	1.31062804334043	4.24699606915538	8.63914175203286	3.23716804701383	
18100	-88.0443482615059	-58.6238834772461	-29.4204647842598	5.80967314935945	4.78784699845882	5.92612738983308	12.1760148032311	1.02182615090063	
18200	-86.2998734534526	-58.9842403891367	-27.3156330643159	2.93902396851875	3.31132629266186	5.1269115121716	11.1563895620613	-0.372302324143103	
18300	-85.2174866272242	-60.2209582510387	-24.9965283761856	5.91914879552745	0.85072766136555	5.76873642026049	8.51056455948606	5.0684211341619	
18400	-87.1019085750315	-64.5395714803855	-22.5623370946461	3.0148247086788	2.51543193435473	4.78833729151238	7.38751420483209	0.499392774324068	
18500	-85.9000112889954	-58.7050051571901	-27.1950061318053	3.0544193841172	2.70699592927294	5.31350905570735	10.8655550751112	0.347423454844257	
18600	-84.1479435429632	-59.0806346792194	-25.0673088637438	5.0224556571459	0.51055074358182	4.93336236808982	9.40710191509902	4.51190491356408	
18700	-84.6503376802264	-58.6917141034096	-25.9586235768167	3.7367412510673	1.35466404337613	5.13102259050657	9.97965046262584	2.38207720769117	
18800	-86.4165772545724	-61.3704781776878	-25.0460990768846	5.36834894841262	1.48534945290713	6.3656918265072	7.95644451526209	3.88299949550549	
18900	-87.1475163945555	-61.0843896386422	-26.0631267559133	7.09470997493439	3.27510126944808	5.11521663383183	10.0857603981833	3.81960870548631	
19000	-84.6890112424554	-59.546856939651	-25.1421543028044	4.771844289952	1.24990769973202	5.48284077068393	8.92229944874748	3.52193659021998	
19100	-85.7063467145367	-57.5200662401997	-28.186280474337	4.92680209152125	0.928642162269075	6.10076598596361	10.934884691492	3.99815992925218	
19200	-86.1238060513263	-60.6938047320254	-25.4300013193009	4.99538361631609	3.78760776095269	5.39457648463149	9.25930000410631	1.2077758553634	
19300	-84.4992745311032	-58.8303206245183	-25.6689539065849	3.73232166444608	1.13996075311853	5.17646720336352	9.68389457685157	2.59236091132755	
19400	-88.2371516241489	-57.8988026800603	-30.3383489440887	6.28366988688983	2.32546910798	6.62869297043954	12.2666173587761	3.95820077890982	
19500	-85.8353176890682	-60.3607598047611	-25.4745578843072	2.3170555236163	0.766875349598099	4.37292200635721	10.3194569962773	1.55018017401821	
19600	-85.6840092661036	-58.8431639932097	-26.840845272894	4.55861315292962	3.14094625800671	5.346171154469	10.5268531505692	1.41766689492291	
