iteration	posterior	likelihood	prior	rateSig_hp	mu_burned	mu_unburned	sig_burned	sig_unburned	difference	
100	-144.191294707748	-111.000187351377	-33.191107356371	1.07130723787242	3.54684363980679	7.67379596960242	5.02465753608104	7.79853655785381	-4.12695232979563	
200	-113.059131737241	-88.6032639944341	-24.4558677428066	0.459162398848749	6.95324876042916	8.10319735566596	8.80885381212506	7.90745173544302	-1.14994859523681	
300	-107.040063566503	-83.098112305561	-23.9419512609416	0.236894834673231	7.85519103449671	6.78008261034707	11.6742771465396	14.0542931769063	1.07510842414963	
400	-106.487927147169	-86.1471208010919	-20.3408063460774	0.153550580429121	5.27352093881829	4.88524220083351	12.4684335533044	9.8513804508741	0.388278737984779	
500	-108.22371841653	-85.6898897301591	-22.5338286863713	0.0937132332074761	9.65701182535751	5.13051840374689	17.2174330903889	20.5163021383851	4.52649342161063	
600	-104.266150697987	-84.3755227596798	-19.8906279383071	0.0586239399492058	8.57793665653928	4.51651668539713	10.4255240237682	11.3464249132589	4.06141997114215	
700	-104.699255934596	-85.3921873458059	-19.3070685887896	0.0715830887206607	9.368942956672	5.08988448316674	8.76190196997202	10.5724016713687	4.27905847350526	
800	-104.7843513536	-83.3621199170163	-21.4222314365832	0.167663134341788	7.00126508413716	6.76160884686257	11.991693823818	12.7232593492359	0.239656237274589	
900	-106.563434402279	-84.6571828359888	-21.9062515662902	0.19736027594091	3.98869245708822	6.61095966482977	11.3975059013324	12.47733248711	-2.62226720774156	
1000	-104.91986793161	-84.8632817295879	-20.0565862020225	0.150243884896459	4.38123733899458	8.4239938891537	10.3994395212569	11.1759478421108	-4.04275655015912	
1100	-105.042410051259	-83.5600961651037	-21.4823138861549	0.112480203024808	8.21609781519411	6.98606050238456	14.1950841992285	15.8143617910836	1.23003731280956	
1200	-104.707493734513	-84.8179597260394	-19.8895340084732	0.0808616485692233	4.22338854451565	9.37977537643607	9.90342436337407	13.8285117345513	-5.15638683192041	
1300	-103.840046001792	-83.3026539848074	-20.5373920169847	0.0836368195948564	6.50367627781717	8.41575790094654	13.0686652788613	14.5557815375162	-1.91208162312937	
1400	-109.759547511043	-87.8719164595993	-21.887631051444	0.0547217147501705	4.19374522217451	4.76140881786565	11.0988784724481	27.9549765323615	-0.567663595691142	
1500	-108.454267600558	-87.5578891172317	-20.8963784833266	0.0606718236805878	8.0771909763561	-3.65240626837616	8.81419318558028	21.6431937707318	11.7295972447323	
1600	-103.576923368974	-83.152076429795	-20.4248469391787	0.0677923552409748	7.3343082254277	9.02938101571496	11.3306257951264	15.7237448579367	-1.69507279028725	
1700	-106.749082721405	-86.2637569196379	-20.4853258017674	0.0389599366516024	9.13937352993427	5.08114661220903	10.2775346677001	9.1395342486384	4.05822691772524	
1800	-103.538261367196	-83.621569266861	-19.9166921003348	0.0649625405884873	9.03696869662864	5.10515638525109	10.731447018519	12.2775796509244	3.93181231137756	
1900	-105.607229763986	-84.3760736713965	-21.231156092589	0.130423247956938	6.81991591048329	5.52462927662278	15.0328002129258	12.1548760739594	1.2952866338605	
2000	-103.651600154962	-82.8882302056471	-20.7633699493147	0.0515085127374978	9.52384876715852	9.28017576123099	12.4232644853428	15.8038429505852	0.243673005927535	
2100	-108.579487620289	-86.9508429656023	-21.6286446546863	0.0495387223614303	2.28991230414151	5.30288872905518	21.4603293511252	15.0482578103959	-3.01297642491367	
2200	-105.703659433009	-84.3566744903314	-21.3469849426774	0.0342168187100898	9.9329702013628	4.32313754121284	14.7101187167671	12.4018183791888	5.60983266014996	
2300	-107.888717300949	-86.5764595076155	-21.3122577933333	0.0730038337796996	1.44203494232981	5.03946888857032	13.7728553226348	19.4570430833582	-3.59743394624051	
2400	-104.737939252376	-83.6476062594555	-21.0903329929204	0.092040753598024	9.94878146028979	5.60865482679079	12.2170034914434	17.9694787139224	4.340126633499	
2500	-110.300526891206	-89.4172399427211	-20.8832869484852	0.0601808395777503	2.00883702770708	-0.812928947708803	17.8817076766903	12.4453648593108	2.82176597541589	
2600	-107.620884099855	-84.6379353554361	-22.9829487444185	0.124067578611344	9.10097269038571	7.42221927633951	12.68515338365	22.1497680436253	1.6787534140462	
2700	-109.891346436349	-89.059145379482	-20.8322010568665	0.0870559681418925	7.72091714362515	-3.49070695330878	15.8843365873848	13.2688644931683	11.2116240969339	
2800	-103.349259962684	-82.9950255244534	-20.3542344382305	0.120292401934722	7.68488645250811	8.39951526271622	12.1667252971707	12.3213160384972	-0.71462881020811	
2900	-103.957870489007	-84.0128553893953	-19.945015099612	0.0799218115689946	7.68608048488288	4.16636611931468	10.2319586550117	13.8335909522262	3.51971436556819	
3000	-104.369948701258	-84.3025750844984	-20.0673736167593	0.106471524833878	6.3064403103189	6.74641584177012	9.43764499236821	14.5894283002072	-0.439975531451223	
3100	-113.964951963347	-88.3794947842973	-25.5854571790496	0.136384168116261	5.50723686744361	-2.01799490125408	17.4326126281878	25.1855092299116	7.52523176869768	
3200	-104.39076206	-84.9727321539402	-19.4180299060596	0.150562336171971	8.82157442555664	7.51302360920678	10.1507743477932	9.28653368324674	1.30855081634987	
3300	-104.91386911841	-84.6874838832829	-20.2263852351267	0.0855311827677389	6.33017606031983	3.33060069838981	10.2218143571921	15.4964296239517	2.99957536193001	
3400	-108.486710127053	-88.5474771751202	-19.9392329519329	0.0946583183942911	6.09052464296012	-2.45657361214538	8.6036852120832	15.2602625320147	8.5470982551055	
3500	-105.946004438557	-85.9458030427926	-20.0002013957639	0.0582972095276737	7.72750743827684	1.2228738203689	10.7466871963628	11.8953283210406	6.50463361790794	
3600	-107.015223065918	-86.3000011438351	-20.7152219220827	0.039790517360054	4.99819062114595	2.16635317905317	9.80029055412199	13.1605916704288	2.83183744209278	
3700	-104.791700082811	-84.402250806028	-20.3894492767826	0.0580497235742875	3.46541313151731	8.84630732136289	13.9779242693714	11.9667591277813	-5.38089418984559	
3800	-104.006341006228	-83.3624917872913	-20.6438492189366	0.0538594558056654	7.39400909910811	8.50326182451541	10.9936645490033	16.5490895076145	-1.1092527254073	
3900	-105.418139775247	-85.6019915844689	-19.8161481907777	0.0635412034233992	5.83075121440826	3.76965905204858	9.36563989504818	12.6705873873148	2.06109216235969	
4000	-105.507411932705	-86.582321834006	-18.9250900986991	0.0766471934104318	9.94128347304551	7.10298327627103	7.99009271441761	9.35859464985247	2.83830019677448	
4100	-104.997836603008	-84.1816885779442	-20.8161480250635	0.0372107654693255	7.24896629038168	6.97204874959285	11.943597220843	10.3625122623498	0.276917540788832	
4200	-104.961829558584	-84.0286504346828	-20.9331791239016	0.06527736383849	9.05735722673027	4.4523092675067	13.9956599362781	16.8364274369345	4.60504795922357	
4300	-104.783191454588	-85.0431899859238	-19.7400014686642	0.0653615709602311	6.7696577536398	8.68591543650697	8.24090056833266	13.4633952969131	-1.91625768286717	
4400	-106.98505762095	-85.8163436069933	-21.1687140139562	0.108997109535959	3.15586686297221	8.28111617258261	10.7105133644347	18.2421525971919	-5.12524930961039	
4500	-105.943686391769	-85.5431228861739	-20.4005635055953	0.106133550054626	7.47002871404304	3.6939657725438	14.6148164396895	10.9985295232435	3.77606294149924	
4600	-107.398118247267	-86.2556793169393	-21.1424389303282	0.0805790099712431	1.30032895761444	4.61975933416258	14.1715506481095	17.3311076913187	-3.31943037654814	
4700	-106.841537530214	-86.5251342544334	-20.3164032757808	0.13865970447529	9.73524036980136	-0.535414785701084	8.55418412352169	14.6032597998348	10.2706551555024	
4800	-103.891322118457	-82.9955941585414	-20.8957279599158	0.116468944712652	9.90760643430887	9.44675398655678	10.588131908394	16.4737642320359	0.460852447752091	
4900	-104.654248902503	-85.6346910806754	-19.0195578218274	0.150975499631301	9.32670369674353	7.59102052208478	8.84084431479132	9.25991524669439	1.73568317465875	
5000	-105.223739025335	-84.3764808164322	-20.8472582089024	0.131469082190021	5.97902773111029	5.56936332621123	13.8325987789832	11.8002696634846	0.409664404899063	
5100	-108.7318296653	-87.7024666594968	-21.0293630058037	0.10814958201121	4.3719571682149	1.82317834943975	8.95906934308706	19.4318794638273	2.54877881877515	
5200	-106.114954644819	-84.7541210068684	-21.3608336379511	0.196002418944151	3.86142081045447	8.38307018988277	10.8936361205634	11.6847994554311	-4.5216493794283	
5300	-104.237273119257	-83.6034943106841	-20.6337788085731	0.164562132603028	8.00621078978194	6.27821822083066	9.86342318163391	12.6947615199178	1.72799256895128	
5400	-103.893800900875	-84.7777894914047	-19.1160114094703	0.12055798425495	7.30559809761955	8.7246082922488	8.89548176851527	10.4398161487539	-1.41901019462925	
5500	-105.110869690387	-84.9556468187491	-20.155222871638	0.102109800721158	5.81159209762601	7.00811145958002	9.06782800873347	15.5964648449008	-1.196519361954	
5600	-105.021253913851	-84.9384354850333	-20.0828184288174	0.053056356077864	7.58609458501352	3.88417685768078	9.02267294246632	13.0835516702414	3.70191772733274	
5700	-107.336210111624	-86.7342301447198	-20.6019799669038	0.0594922599234773	-0.130125694676355	5.5504180364355	13.1631663220366	14.7638210139758	-5.68054373111185	
5800	-108.973952768197	-87.6019271397201	-21.3720256284769	0.0458174185660843	8.48324730456708	4.84953895109217	7.9943664472381	25.270245661596	3.63370835347492	
5900	-104.08126071846	-83.475067279705	-20.6061934387551	0.0605144111015467	6.7349692147681	7.11998803904722	13.5056883396285	14.5474138942358	-0.385018824279127	
6000	-108.779644836831	-87.3003963720231	-21.4792484648081	0.0433420915873093	6.80979648302211	-2.83459865357285	9.94142152983474	23.8970448895464	9.64439513659495	
6100	-105.864767060271	-86.3570768213645	-19.5076902389069	0.0718900807306371	9.73066196008487	1.38698570328276	9.04024258382466	11.7258890535581	8.34367625680211	
6200	-103.434663550512	-83.2897643776468	-20.1448991728651	0.0571080090064169	6.91400976548804	7.7861271648712	10.7670086617223	12.891590503123	-0.872117399383155	
6300	-108.738821964923	-84.6058949282824	-24.1329270366408	0.159463760270209	6.10001847310825	8.91793544302205	15.5372377169086	18.3190695330754	-2.81791696991381	
6400	-105.11223052837	-85.0704511400235	-20.0417793883464	0.167803155956954	9.81315036932839	8.9973770584024	11.8302195320438	8.76075235021626	0.815773310925993	
6500	-106.561544239371	-84.4272724638981	-22.1342717754732	0.233253426194493	4.96392298885523	9.48541454170342	11.7528081567461	10.3696712319523	-4.52149155284819	
6600	-106.035614185716	-84.3819188107197	-21.6536953749961	0.248976818393005	9.10270303184999	5.94848744702036	9.3648340961253	10.9194818301184	3.15421558482963	
6700	-106.438861863717	-85.0245940587033	-21.414267805014	0.142078837535452	1.87549200304685	8.54157412555511	13.1160963748999	13.6905367025838	-6.66608212250826	
6800	-107.906430241896	-86.7074205301891	-21.1990097117071	0.0905591896974863	0.820285619002714	2.97050016131694	14.9408597472295	15.9811192053842	-2.15021454231423	
6900	-104.880525911082	-83.8209043614294	-21.0596215496523	0.0558201937735923	7.85818244726299	8.00440742997895	14.6776128556185	16.9030611467667	-0.146224982715962	
7000	-108.553269058747	-87.443788587092	-21.1094804716547	0.0497619912503983	7.29674699879153	-5.68267604670976	12.3374306151446	18.9716125843102	12.9794230455013	
7100	-103.269710639799	-82.8251870025712	-20.4445236372276	0.0441742310121774	9.66806155326678	9.24374703448708	10.2907760426856	12.0594083308857	0.424314518779697	
7200	-102.817520885964	-82.7660795663731	-20.0514413195908	0.0734096821466067	9.23109156475304	9.75766545292432	10.2719187470446	14.3377709832583	-0.526573888171283	
7300	-106.496402940766	-85.9902977663961	-20.5061051743699	0.068033460912269	3.74559562350525	1.36143942727218	12.2136626606507	15.4463893668122	2.38415619623307	
7400	-108.481294953216	-86.88934330381	-21.5919516494055	0.0800514596687804	6.12254962022318	-0.302843995015371	17.7187410902168	16.635065224403	6.42539361523855	
7500	-108.320681019786	-86.4967892021379	-21.8238918176478	0.0942502184888059	7.62098234076886	-2.49582810196583	11.0199830651078	22.8537778397853	10.1168104427347	
7600	-108.507728851296	-87.2275757398173	-21.2801531114784	0.0696276516188203	2.63672552234395	5.810305356425	11.0344938636977	22.216050051292	-3.17357983408105	
7700	-104.906787140771	-84.0928170154373	-20.8139701253337	0.0418620019420331	5.44745641224919	5.80141670201416	11.103781324021	14.3249909018158	-0.353960289764968	
7800	-103.361749809291	-83.19198569387	-20.1697641154211	0.0535197775640339	9.01348013360886	8.71716383742611	12.1294558845151	10.9226157367284	0.296316296182754	
7900	-106.637502036152	-86.9551415974199	-19.6823604387325	0.0779583753391779	3.44953951123072	7.17772043208103	8.79442622744094	13.5545189598889	-3.7281809208503	
8000	-107.461391890266	-86.7764480669967	-20.6849438232691	0.0530328076947606	8.35345224873064	5.15418457696657	7.68352673040392	20.0926860414552	3.19926767176408	
8100	-111.528636122784	-89.0993144581979	-22.4293216645859	0.0745581753623789	7.39796372759058	-6.9051449476697	17.3968666236417	23.1966347875455	14.3031086752603	
8200	-107.301331484863	-86.0502168958108	-21.2511145890527	0.0519371587556297	1.13793847313984	9.96010436341609	19.7739026177881	13.2349008804004	-8.82216589027625	
8300	-109.475264719075	-88.5119805020034	-20.9632842170712	0.0319499580046212	2.50936055253161	8.58878495768155	9.61499119987589	9.12497114240311	-6.07942440514993	
8400	-108.135526410336	-86.4090615832123	-21.7264648271238	0.0297562090230934	7.19336939905672	-1.56082915011351	9.55425599909343	18.6101252613445	8.75419854917023	
8500	-103.923318116769	-82.8136226711966	-21.109695445572	0.0389376201542163	8.8614581495048	9.8226863508157	11.9671560313437	15.4491742880399	-0.961228201310901	
8600	-105.499824053728	-84.9405440920388	-20.5592799616888	0.0698727512166324	9.65481862355857	0.454569094725651	10.1704319644183	17.9055863859434	9.20024952883291	
8700	-105.475951743407	-85.1433092555029	-20.3326424879044	0.0591919386471404	6.80469622067077	1.17861637743632	10.6086279743256	15.0139343091745	5.62607984323445	
8800	-107.524030209933	-85.0357817316699	-22.4882484782629	0.0216440126323671	5.55138978571533	2.57756459890376	13.2323449506298	13.6729772902567	2.97382518681157	
8900	-111.30152084205	-88.0113221184364	-23.2901987236135	0.0165265776472908	6.23413870273991	9.91614135345886	18.602505316891	8.25098139960032	-3.68200265071895	
9000	-105.63990633198	-84.1900522515725	-21.4498540804078	0.0384855481705353	9.3503168334709	7.66989013310964	10.7142123738029	20.8365869175372	1.68042670036125	
9100	-107.268100923436	-84.7461970159516	-22.5219039074845	0.0250246599406858	9.70333428517817	7.95842979001324	15.9697252145972	19.5725197942265	1.74490449516493	
